"3517","KAP","Kapanga Airport","Kapanga","Democratic Republic of the Congo","Kapanga, Democratic Republic of the Congo"
"3518","KAR","Kamarang Airport","Kamarang","Guyana","Kamarang, Guyana"
"3519","KAS","Karasburg Airport","Karasburg","Namibia","Karasburg, Namibia"
"3520","KAT","Kaitaia Airport","Kaitaia","New Zealand","Kaitaia, New Zealand"
"3521","KAU","Kauhava Airport","Kauhava","Finland","Kauhava, Finland"
"3522","KAV","Kavanayén Airport","Kavanayén","Venezuela","Kavanayén, Bolívar, Venezuela"
"3523","KAW","Kawthaung Airport","Kawthaung","Myanmar","Kawthaung, Myanmar"
"3524","KAX","Kalbarri Airport","Kalbarri","Australia","Kalbarri, Western Australia, Australia"
"3525","KAY","Wakaya Island Airport","Wakaya Island","Fiji","Wakaya Island, Fiji"
"3526","KAZ","Kao Airport","Kao","Indonesia","Kao, Halmahera, North Maluku, Indonesia"
"3527","KBA","Kabala Airport","Kabala","Sierra Leone","Kabala, Sierra Leone"
"3528","KBC","Birch Creek Airport (FAA: Z91)","Birch Creek","United States","Birch Creek, Alaska, United States"
"3529","KBD","Kimberley Downs Airport","Kimberley Downs","Australia","Kimberley Downs, Western Australia, Australia"
"3530","KBE","Bell Island Hot Springs Seaplane Base","Bell Island","United States","Bell Island, Alaska, United States"
"3531","KBF","Karubaga Airport","Karubaga","Indonesia","Karubaga, Indonesia"
"3532","KBG","Kabalega Falls Airport","Kabalega Falls","Uganda","Kabalega Falls, Uganda"
"3533","KBH","Kalat Airport","Kalat","Pakistan","Kalat, Pakistan"
"3534","KBI","Kribi Airport","Kribi","Cameroon","Kribi, Cameroon"
"3535","KBJ","Kings Canyon Airport","Kings Canyon","Australia","Kings Canyon, Northern Territory, Australia"
"3536","KBL","Kabul International Airport","Kabul","Afghanistan","Kabul, Afghanistan"
"3537","KBM","Kabwum Airport","Kabwum","Papua New Guinea","Kabwum, Papua New Guinea"
"3538","KBN","Tunta Airport","Kabinda","Democratic Republic of the Congo","Kabinda, Democratic Republic of the Congo"
"3539","KBO","Kabalo Airport","Kabalo","Democratic Republic of the Congo","Kabalo, Democratic Republic of the Congo"
"3540","KBP","Boryspil Airport","Kiev","Ukraine","Kiev, Ukraine"
"3541","KBQ","Kasungu Airport","Kasungu","Malawi","Kasungu, Malawi"
"3542","KBR","Sultan Ismail Petra Airport","Kota Bharu","Malaysia","Kota Bharu, Kelantan, Malaysia"
"3543","KBS","Bo Airport","Bo","Sierra Leone","Bo, Sierra Leone"
"3544","KBT","Kaben Airport","Maloelap Atoll","Marshall Islands","Maloelap Atoll, Marshall Islands"
"3545","KBU","Setagen Airport","Kotabaru","Indonesia","Kotabaru, Kalimantan, Indonesia"
"3546","KBV","Krabi Airport","Krabi","Thailand","Krabi, Thailand"
"3547","KBW","Chignik Bay Seaplane Base (FAA: Z78)","Chignik","United States.","Chignik, Alaska, United States."
"3548","KBX","Kambuaya Airport","Kambuaya","Indonesia","Kambuaya, Indonesia"
"3549","KBY","Streaky Bay Airport","Streaky Bay","Australia","Streaky Bay, South Australia, Australia"
"3550","KBZ","Kaikoura Airport","Kaikoura","New Zealand","Kaikoura, New Zealand"
"3551","KCA","Kuqa Airport","Kuqa","China","Kuqa, Xinjiang, China"
"3552","KCB","Tepoe Airstrip","Kasikasima","Suriname","Kasikasima, Suriname"
"3553","KCC","Coffman Cove Seaplane Base","Coffman Cove","United States","Coffman Cove, Alaska, United States"
"3554","KCD","Kamur Airport","Kamur","Indonesia","Kamur, Indonesia"
"3555","KCE","Collinsville Airport","Collinsville","Australia","Collinsville, Queensland, Australia"
"3556","KCF","Kadanwari Airport","Kadanwari","Pakistan","Kadanwari, Pakistan"
"3557","KCG","Chignik Fisheries Airport (closed)","Chignik","United States.","Chignik, Alaska, United States."
"3558","KCH","Kuching International Airport","Kuching","Malaysia","Kuching, Sarawak, Malaysia"
"3559","KCI","Kon Airport","Kon","Indonesia","Kon, Indonesia"
"3560","KCJ","Komaio Airport","Komaio","Papua New Guinea","Komaio, Papua New Guinea"
"3561","KCK","Fairfax Airport (closed 1985)","Kansas City","United States","Kansas City, Kansas, United States"
"3562","KCL","Chignik Lagoon Airport (Chignik Flats Airport)","Chignik Lagoon","United States","Chignik Lagoon, Alaska, United States"
"3563","KCM","Kahramanmaras Airport","Kahramanmaras","Turkey","Kahramanmaras, Turkey"
"3564","KCN","Chernofski Harbor Seaplane Base","Chernofski Harbor","United States","Chernofski Harbor, Alaska, United States"
"3565","KCO","Cengiz Topel Naval Air Station","Kocaeli","Turkey","Kocaeli, Turkey"
"3566","KCP","Kamenets-Podolskiy Airport","Kamenets-Podolskiy","Ukraine","Kamenets-Podolskiy, Ukraine"
"3567","KCQ","Chignik Lake Airport (FAA: A79)","Chignik Lake","United States","Chignik Lake, Alaska, United States"
"3568","KCR","Colorado Creek Airport","Colorado Creek","United States","Colorado Creek, Alaska, United States"
"3569","KCS","Kings Creek Airport","Kings Creek","Australia]]","Kings Creek, Northern Territory, Australia]]"
"3570","KCT","Koggala Airport","Galle","Sri Lanka","Galle, Sri Lanka"
"3571","KCU","Masindi Airport","Masindi","Uganda","Masindi, Uganda"
"3572","KCZ","Kochi Ryoma Airport","Kochi","Japan","Kochi, Japan"
"3573","KDA","Kolda North Airport","Kolda","Senegal","Kolda, Senegal"
"3574","KDB","Kambalda Airport","Kambalda","Australia","Kambalda, Western Australia, Australia"
"3575","KDC","Kandi Airport","Kandi","Benin","Kandi, Benin"
"3576","KDD","Khuzdar Airport","Khuzdar","Pakistan","Khuzdar, Pakistan"
"3577","KDE","Koroba Airport","Koroba","Papua New Guinea","Koroba, Papua New Guinea"
"3578","KDF","Kouba Airport","Kouba","Algeria","Kouba, Algeria"
"3579","KDG","Kardjali Airport","Kardjali","Bulgaria","Kardjali, Bulgaria"
"3580","KDH","Kandahar International Airport","Kandahar","Afghanistan","Kandahar, Afghanistan"
"3581","KDI","Wolter Monginsidi Airport","Kendari","Indonesia","Kendari, Indonesia"
"3582","KDJ","Ville Airport (Ndjolé Airport)","Ndjolé","Gabon","Ndjolé, Gabon"
"3583","KDK","Kodiak Municipal Airport","Kodiak","United States","Kodiak, Alaska, United States"
"3584","KDL","Kärdla Airport","Kärdla","Estonia","Kärdla, Hiiumaa, Estonia"
"3585","KDM","Kaadedhdhoo Airport","Kaadedhdhoo Island","Maldives","Kaadedhdhoo Island, Gaafu Dhaalu Atoll, Maldives"
"3586","KDN","Ndende Airport","Ndende","Gabon","Ndende, Gabon"
"3587","KDO","Kadhdhoo Airport","Kadhdhoo Island","Maldives","Kadhdhoo Island, Laamu Atoll, Maldives"
"3588","KDP","Kandep Airport","Kandep","Papua New Guinea","Kandep, Papua New Guinea"
"3589","KDQ","Kamberatoro Airport","Kamberatoro","Papua New Guinea","Kamberatoro, Papua New Guinea"
"3590","KDR","Kandrian Airport","Kandrian","Papua New Guinea","Kandrian, Papua New Guinea"
"3591","KDS","Kamaran Downs Airport","Kamaran Downs","Australia","Kamaran Downs, Queensland, Australia"
"3592","KDT","Kamphaeng Saen Airport","Nakhon Pathom","Thailand","Nakhon Pathom, Thailand"
"3593","KDU","Skardu Airport","Skardu","Pakistan","Skardu, Pakistan"
"3594","KDV","Vunisea Airport (Kandavu Airport)","Vunisea","Fiji","Vunisea, Kadavu Island, Fiji"
"3595","KEA","Keisah Airport","Keisah","Indonesia","Keisah, Indonesia"
"3596","KEB","Nanwalek Airport (English Bay Airport)","Nanwalek (English Bay)","United States","Nanwalek (English Bay), Alaska, United States"
"3597","KEC","Kasenga Airport","Kasenga","Democratic Republic of the Congo","Kasenga, Democratic Republic of the Congo"
"3598","KED","Kaédi Airport","Kaédi","Mauritania","Kaédi, Mauritania"
"3599","KEE","Kelle Airport","Kelle","Republic of the Congo","Kelle, Republic of the Congo"
"3600","KEF","Keflavík International Airport","Keflavík (near Reykjavík)","Iceland","Keflavík (near Reykjavík), Iceland"
"3601","KEG","Keglsugl Airport","Keglsugl","Papua New Guinea","Keglsugl, Papua New Guinea"
"3602","KEH","Kenmore Air Harbor (FAA: S60)","Kenmore","United States","Kenmore, Washington, United States"
"3603","KEI","Kepi Airport","Kepi","Indonesia","Kepi, Indonesia"
"3604","KEJ","Kemerovo Airport","Kemerovo","Russia","Kemerovo, Kemerovo Oblast, Russia"
"3605","KEK","Ekwok Airport","Ekwok","United States","Ekwok, Alaska, United States"
"3606","KEL","Kiel Holtenau Airport","Kiel","Germany","Kiel, Schleswig-Holstein, Germany"
"3607","KEM","Kemi-Tornio Airport","Kemi / Tornio","Finland","Kemi / Tornio, Finland"
"3608","KEN","Kenema Airport","Kenema","Sierra Leone","Kenema, Sierra Leone"
"3609","KEO","Odienné Airport","Odienné","Côte d'Ivoire","Odienné, Côte d'Ivoire"
"3610","KEP","Nepalgunj Airport (Mahendra Airport)","Nepalgunj","Nepal","Nepalgunj, Nepal"
"3611","KEQ","Kebar Airport","Kebar","Indonesia","Kebar, Indonesia"
"3612","KER","Kerman Airport","Kerman","Iran","Kerman, Iran"
"3613","KES","Kelsey Airport","Kelsey","Canada","Kelsey, Manitoba, Canada"
"3614","KET","Kengtung Airport","Kengtung","Myanmar (Burma)","Kengtung, Myanmar (Burma)"
"3615","KEV","Halli Airport","Kuorevesi","Finland","Kuorevesi, Finland"
"3616","KEW","Keewaywin Airport (TC LID: CPV8)","Keewaywin","Canada","Keewaywin, Ontario, Canada"
"3617","KEX","Kanabea Airport","Kanabea","Papua New Guinea","Kanabea, Papua New Guinea"
"3618","KEY","Kericho Airport","Kericho","Kenya","Kericho, Kenya"
"3619","KEZ","Ali Al Salem Airport","Ali Al Salem","Kuwait","Ali Al Salem, Kuwait"
"3620","KFA","Kiffa Airport","Kiffa","Mauritania","Kiffa, Mauritania"
"3621","KFG","Kalkurung Airport","Daguragu / Kalkaringi","Australia","Daguragu / Kalkaringi, Northern Territory, Australia"
"3622","KFP","False Pass Airport","False Pass","United States","False Pass, Alaska, United States"
"3623","KFS","Kastamonu Airport","Kastamonu","Turkey","Kastamonu, Turkey"
"3624","KGA","Kananga Airport","Kananga","Democratic Republic of the Congo","Kananga, Democratic Republic of the Congo"
"3625","KGB","Konge Airport","Konge","Papua New Guinea","Konge, Papua New Guinea"
"3626","KGC","Kingscote Airport","Kingscote","Australia","Kingscote, South Australia, Australia"
"3627","KGD","Khrabrovo Airport","Kaliningrad","Russia","Kaliningrad, Russia"
"3628","KGE","Kagau Island Airport","Kagau Island","Solomon Islands","Kagau Island, Solomon Islands"
"3629","KGF","Sary-Arka Airport","Karaganda","Kazakhstan","Karaganda, Kazakhstan"
"3630","KGG","Kédougou Airport","Kédougou","Senegal","Kédougou, Senegal"
"3631","KGH","Yongai Airport","Yongai","Papua New Guinea","Yongai, Papua New Guinea"
"3632","KGI","Kalgoorlie-Boulder Airport","Kalgoorlie","Australia","Kalgoorlie, Western Australia, Australia"
"3633","KGJ","Karonga Airport","Karonga","Malawi","Karonga, Malawi"
"3634","KGK","Koliganek Airport (FAA: JZZ)","Koliganek","United States","Koliganek, Alaska, United States"
"3635","KGL","Kigali International Airport (Kanombe Airport)","Kigali","Rwanda","Kigali, Rwanda"
"3636","KGN","Kasongo Lunda Airport","Kasongo Lunda","Democratic Republic of the Congo","Kasongo Lunda, Democratic Republic of the Congo"
"3637","KGO","Kirovograd Airport","Kirovograd","Ukraine","Kirovograd, Ukraine"
"3638","KGP","Kogalym Airport","Kogalym","Russia","Kogalym, Tyumen Oblast, Russia"
"3639","KGR","Kulgera Airport","Kulgera","Australia","Kulgera, Northern Territory, Australia"
"3640","KGS","Kos Island International Airport","Kos Island","Greece","Kos Island, Greece"
"3641","KGX","Grayling Airport","Grayling","United States","Grayling, Alaska, United States"
"3642","KGU","Keningau Airport","Keningau","Malaysia","Keningau, Sabah, Malaysia"
"3643","KGW","Kagi Airport","Kagi","Papua New Guinea","Kagi, Papua New Guinea"
"3644","KGX","Grayling Airport","Grayling","United States","Grayling, Alaska, United States"
"3645","KGY","Kingaroy Airport","Kingaroy","Australia","Kingaroy, Queensland, Australia"
"3646","KGZ","Glacier Creek Airport","Glacier Creek","United States","Glacier Creek, Alaska, United States"
"3647","KHA","Khaneh Airport (Piranshahr Airport)","Khaneh","Iran","Khaneh, Iran"
"3648","KHC","Kerch Airport (Voykovo Airport)","Kerch","Ukraine","Kerch, Ukraine"
"3649","KHD","Khorramabad Airport","Khorramabad","Iran","Khorramabad, Iran"
"3650","KHE","Kherson Airport","Kherson","Ukraine","Kherson, Ukraine"
"3651","KHG","Kashgar Airport (Kashi Airport)","Kashgar","China","Kashgar, Xinjiang, China"
"3652","KHH","Kaohsiung International Airport","Kaohsiung","Taiwan","Kaohsiung, Taiwan"
"3653","KHI","Jinnah International Airport (Quaid-e-Azam Int'l)","Karachi","Pakistan","Karachi, Pakistan"
"3654","KHJ","Kauhajoki Airport","Kauhajoki","Finland","Kauhajoki, Finland"
"3655","KHK","Khark Island Airport","Khark Island","Iran","Khark Island, Iran"
"3656","KHL","Khulna Airport","Khulna","Bangladesh","Khulna, Bangladesh"
"3657","KHM","Khamti Airport","Khamti","Myanmar","Khamti, Myanmar"
"3658","KHN","Nanchang Changbei International Airport","Nanchang","China","Nanchang, Jiangxi, China"
"3659","KHO","Khoka Moya Airport","Khoka Moya","South Africa","Khoka Moya, South Africa"
"3660","KHR","Kharkhorin Airport","Kharkhorin","Mongolia","Kharkhorin, Mongolia"
"3661","KHS","Khasab Airport","Khasab","Oman","Khasab, Oman"
"3662","KHT","Khost Airport","Khost","Afghanistan","Khost, Afghanistan"
"3663","KHU","Kremenchug Airport","Kremenchug","Ukraine","Kremenchug, Ukraine"
"3664","KHV","Khabarovsk Novy Airport","Khabarovsk","Russia","Khabarovsk, Russia"
"3665","KHW","Khwai River Lodge Airport","Khwai River Lodge","Botswana","Khwai River Lodge, Botswana"
"3666","KHZ","Kauehi Airport","Kauehi","French Polynesia","Kauehi, French Polynesia"
"3667","KIA","Kaiapit Airport","Kaiapit","Papua New Guinea","Kaiapit, Papua New Guinea"
"3668","KIB","Ivanof Bay Seaplane Base","Ivanof Bay","United States","Ivanof Bay, Alaska, United States"
"3669","KIC","Mesa Del Rey Airport","King City","United States","King City, California, United States"
"3670","KID","Kristianstad Airport","Kristianstad","Sweden","Kristianstad, Sweden"
"3671","KIE","Aropa Airport","Kieta","Papua New Guinea","Kieta, Bougainville Island, Papua New Guinea"
"3672","KIF","Kingfisher Lake Airport","Kingfisher Lake","Canada","Kingfisher Lake, Ontario, Canada"
"3673","KIG","Koinghaas Airport","Koinghaas","South Africa","Koinghaas, South Africa"
"3674","KIH","Kish International Airport","Kish Island","Iran","Kish Island, Iran"
"3675","KII","Kibuli Airport","Kibuli","Papua New Guinea","Kibuli, Papua New Guinea"
"3676","KIJ","Niigata Airport","Niigata","Japan","Niigata, Japan"
"3677","KIK","Kirkuk Airport","Kirkuk","Iraq","Kirkuk, Iraq"
"3678","KIL","Kilwa Airport","Kilwa","Democratic Republic of the Congo","Kilwa, Democratic Republic of the Congo"
"3679","KIM","Kimberley Airport","Kimberley","South Africa","Kimberley, South Africa"
"3680","KIN","Norman Manley International Airport","Kingston","Jamaica","Kingston, Jamaica"
"3681","KIO","Kili Airport (FAA: Q51)","Kili Island","Marshall Islands","Kili Island, Marshall Islands"
"3682","KIP","Kickapoo Downtown Airport (FAA: CWC)","Wichita Falls","United States","Wichita Falls, Texas, United States"
"3683","KIQ","Kira Airport","Kira","Papua New Guinea","Kira, Papua New Guinea"
"3684","KIR","Kerry Airport","Tralee","Ireland","Tralee, County Kerry, Ireland"
"3685","KIS","Kisumu Airport","Kisumu","Kenya","Kisumu, Kenya"
"3686","KIT","Kithira Airport","Kithira","Greece","Kithira, Greece"
"3687","KIU","Kiunga Airport","Kiunga","Kenya","Kiunga, Kenya"
"3688","KIV","Chisinau International Airport","Chisinau","Moldova","Chisinau, Moldova"
"3689","KIW","Southdowns Airport","Kitwe","Zambia","Kitwe, Zambia"
"3690","KIX","Kansai International Airport","Osaka","Japan","Osaka, Japan"
"3691","KIY","Kilwa Masoko Airport","Kilwa Masoko","Tanzania","Kilwa Masoko, Tanzania"
"3692","KIZ","Kikinonda Airport","Kikinonda","Papua New Guinea","Kikinonda, Papua New Guinea"
"3693","KJA","Krasnoyarsk Yemelyanovo Airport","Krasnoyarsk","Russia","Krasnoyarsk, Russia"
"3694","KJK","Kortrijk-Wevelgem International Airport","Wevelgem","Belgium","Wevelgem, Belgium"
"3695","KJP","Kerama Airport","Kerama Islands","Japan","Kerama Islands, Okinawa, Japan"
"3696","KJU","Kamiraba Airport","Kamiraba","Papua New Guinea","Kamiraba, Papua New Guinea"
"3697","KKA","Koyuk Alfred Adams Airport","Koyuk","United States","Koyuk, Alaska, United States"
"3698","KKB","Kitoi Bay Seaplane Base","Kitoi Bay","United States","Kitoi Bay, Alaska, United States"
"3699","KKC","Khon Kaen Airport","Khon Kaen","Thailand","Khon Kaen, Thailand"
"3700","KKD","Kokoda Airport","Kokoda","Papua New Guinea","Kokoda, Papua New Guinea"
"3701","KKE","Bay of Islands Airport (Kerikeri Airport)","Kerikeri","New Zealand","Kerikeri, New Zealand"
"3702","KKG","Konawaruk Airport","Konawaruk","Guyana","Konawaruk, Guyana"
"3703","KKH","Kongiganak Airport (FAA: DUY)","Kongiganak","United States","Kongiganak, Alaska, United States"
"3704","KKI","Akiachak Seaplane Base","Akiachak","United States","Akiachak, Alaska, United States"
"3705","KKJ","Kokura Airport","Kita Kyushu","Japan","Kita Kyushu, Kyushu, Japan"
"3706","KKK","Kalakaket Creek Air Station (FAA: 1KC)","Kalakaket Creek","United States","Kalakaket Creek, Alaska, United States"
"3707","KKL","Karluk Lake Seaplane Base","Karluk Lake","United States","Karluk Lake, Alaska, United States"
"3708","KKM","Sa Pran Nak Airport","Lop Buri","Thailand","Lop Buri, Thailand"
"3709","KKN","Kirkenes Airport, Høybuktmoen","Kirkenes","Norway","Kirkenes, Finnmark, Norway"
"3710","KKO","Kaikohe Airport","Kaikohe","New Zealand","Kaikohe, New Zealand"
"3711","KKP","Koolburra Airport","Koolburra","Australia","Koolburra, Queensland, Australia"
"3712","KKR","Kaukura Atoll Airport","Kaukura Atoll","French Polynesia","Kaukura Atoll, French Polynesia"
"3713","KKT","Kentland Municipal Airport (FAA: 50I)","Kentland","United States","Kentland, Indiana, United States"
"3714","KKU","Ekuk Airport","Ekuk","United States","Ekuk, Alaska, United States"
"3715","KKW","Kikwit Airport","Kikwit","Democratic Republic of the Congo","Kikwit, Democratic Republic of the Congo"
"3716","KKX","Kikaiga Shima Airport","Kikaiga Shima","Japan","Kikaiga Shima, Kikai-Shima Island, Japan"
"3717","KKY","Kilkenny Airport","Kilkenny","Ireland","Kilkenny, Leinster, Ireland"
"3718","KKZ","Koh Kong Airport","Koh Kong","Cambodia","Koh Kong, Koh Kong Province, Cambodia"
"3719","KLA","Kampala Airport","Kampala","Uganda","Kampala, Uganda"
"3720","KLB","Kalabo Airport","Kalabo","Zambia","Kalabo, Zambia"
"3721","KLC","Kaolack Airport","Kaolack","Senegal","Kaolack, Senegal"
"3722","KLD","Migalovo Air Base","Tver Oblast","Russia","Tver Oblast, Russia"
"3723","KLE","Kaélé Airport","Kaélé","Cameroon","Kaélé, Cameroon"
"3724","KLF","Grabtsevo Airport","Kaluga","Russia","Kaluga, Russia"
"3725","KLG","Kalskag Airport","Kalskag","United States","Kalskag, Alaska, United States"
"3726","KLH","Kolhapur Airport","Kolhapur","India","Kolhapur, India"
"3727","KLI","Kota Koli Airport","Kota Koli","Democratic Republic of the Congo","Kota Koli, Democratic Republic of the Congo"
"3728","KLJ","Klaipeda Airport","Klaipeda","Lithuania","Klaipeda, Lithuania"
"3729","KLK","Kalokol Airport","Kalokol","Kenya","Kalokol, Kenya"
"3730","KLL","Levelock Airport (FAA: 9Z8)","Levelock","United States","Levelock, Alaska, United States"
"3731","KLN","Larsen Bay Airport (FAA: 2A3)","Larsen Bay","United States","Larsen Bay, Alaska, United States"
"3732","KLO","Kalibo Airport","Kalibo","Philippines","Kalibo, Aklan, Philippines"
"3733","KLQ","Keluang Airport","Keluang","Indonesia","Keluang, Indonesia"
"3734","KLR","Kalmar Airport","Kalmar","Sweden","Kalmar, Sweden"
"3735","KLS","Southwest Washington Regional Airport (was Kelso-Longview)","Kelso","United States","Kelso, Washington, United States"
"3736","KLU","Klagenfurt Airport (Klagenfurt/Wörthersee Airport)","Klagenfurt","Austria","Klagenfurt, Austria"
"3737","KLV","Karlovy Vary Airport","Karlovy Vary","Czech Republic","Karlovy Vary, Czech Republic"
"3738","KLW","Klawock Airport (FAA: AKW)","Klawock","United States","Klawock, Alaska, United States"
"3739","KLX","Kalamata Airport","Kalamata","Greece","Kalamata, Greece"
"3740","KLY","Kalima Airport (Kinkungwa Airport, Kakungwa Airport)","Kalima","Democratic Republic of the Congo","Kalima, Democratic Republic of the Congo"
"3741","KLZ","Kleinzee Airport","Kleinzee","South Africa","Kleinzee, South Africa"
"3742","KMA","Kerema Airport","Kerema","Papua New Guinea","Kerema, Papua New Guinea"
"3743","KMB","Koinambe Airport","Koinambe","Papua New Guinea","Koinambe, Papua New Guinea"
"3744","KMC","King Khaled Military City Airport","King Khaled Military City","Saudi Arabia","King Khaled Military City, Saudi Arabia"
"3745","KMD","Mandji Airport","Mandji","Gabon","Mandji, Gabon"
"3746","KME","Cyangugu Airport","Kamembe","Rwanda","Kamembe, Rwanda"
"3747","KMF","Kamina Airport","Kamina","Papua New Guinea","Kamina, Papua New Guinea"
"3748","KMG","Kunming Wujiaba International Airport","Kunming","China","Kunming, Yunnan, China"
"3749","KMH","Johan Pienaar Airport","Kuruman","South Africa","Kuruman, South Africa"
"3750","KMI","Miyazaki Airport","Miyazaki","Japan","Miyazaki, Miyazaki Prefecture, Japan"
"3751","KMJ","Kumamoto Airport","Mashiki","Japan","Mashiki, Kumamoto Prefecture, Japan"
"3752","KMK","Makabana Airport","Makabana","Republic of the Congo","Makabana, Republic of the Congo"
"3753","KML","Kamileroi Airport","Kamileroi","Australia","Kamileroi, Queensland, Australia"
"3754","KMM","Kimam Airport","Kimam","Indonesia","Kimam, Indonesia"
"3755","KMN","Kamina Air Base","Kamina","Democratic Republic of the Congo","Kamina, Democratic Republic of the Congo"
"3756","KMO","Manokotak Airport (FAA: MBA)","Manokotak","United States","Manokotak, Alaska, United States"
"3757","KMP","Keetmanshoop Airport","Keetmanshoop","Namibia","Keetmanshoop, Namibia"
"3758","KMQ","Komatsu Airport (Kanazawa Airport)","Komatsu","Japan","Komatsu, Ishikawa, Japan"
"3759","KMR","Karimui Airport","Karimui","Papua New Guinea","Karimui, Papua New Guinea"
"3760","KMS","Kumasi Airport","Kumasi","Ghana","Kumasi, Ghana"
"3761","KMT","Kampot Airport","Kampot","Cambodia","Kampot, Kampot Province, Cambodia"
"3762","KMU","Kisimayu Airport","Kisimayu","Somalia","Kisimayu, Somalia"
"3763","KMV","Kalemyo Airport","Kalemyo","Myanmar","Kalemyo, Myanmar"
"3764","KMW","Kostroma Airport","Kostroma","Russia","Kostroma, Russia"
"3765","KMX","King Khaled Air Base","Khamis Mushait","Saudi Arabia","Khamis Mushait, Saudi Arabia"
"3766","KMY","Moser Bay Seaplane Base","Moser Bay","United States","Moser Bay, Kodiak Island Borough, Alaska, United States"
"3767","KMZ","Kaoma Airport","Kaoma","Zambia","Kaoma, Zambia"
"3768","KNA","Viña del Mar Airport","Viña del Mar","Chile","Viña del Mar, Chile"
"3769","KNB","Kanab Municipal Airport","Kanab","United States","Kanab, Utah, United States"
"3770","KNC","Jinggangshan Airport","Ji'an","China","Ji'an, Jiangxi, China"
"3771","KND","Kindu Airport","Kindu","Democratic Republic of the Congo","Kindu, Democratic Republic of the Congo"
"3772","KNE","Kanainj Airport","Kanainj","Papua New Guinea","Kanainj, Papua New Guinea"
"3773","KNF","RAF Marham","Marham","United Kingdom","Marham, Norfolk, East Anglia, United Kingdom"
"3774","KNG","Kaimana Airport","Kaimana","Indonesia","Kaimana, Papua, Indonesia"
"3775","KNH","Kinmen Airport","Kinmen","Taiwan","Kinmen, Taiwan"
"3776","KNI","Katanning Airport","Katanning","Australia","Katanning, Western Australia, Australia"
"3777","KNJ","Kindamba Airport","Kindamba","Republic of the Congo","Kindamba, Republic of the Congo"
"3778","KNK","Kokhanok Airport (FAA: 9K2)","Kokhanok","United States","Kokhanok, Alaska, United States"
"3779","KNL","Kelanoa Airport","Kelanoa","Papua New Guinea","Kelanoa, Papua New Guinea"
"3780","KNM","Kaniama Airport","Kaniama","Democratic Republic of the Congo","Kaniama, Democratic Republic of the Congo"
"3781","KNN","Kankan Airport (Diankana Airport)","Kankan","Guinea","Kankan, Guinea"
"3782","KNO","Westkapelle Airport","Knokke-Heist","Belgium","Knokke-Heist, Belgium"
"3783","KNP","Capanda Airport","Capanda","Angola","Capanda, Angola"
"3784","KNQ","Koné Airport","Koné","New Caledonia","Koné, New Caledonia"
"3785","KNR","Jam Airport","Kangan","Iran","Kangan, Iran"
"3786","KNS","King Island Airport","Currie","Australia","Currie, Tasmania, Australia"
"3787","KNT","Kennett Memorial Airport (FAA: TKX)","Kennett","United States","Kennett, Missouri, United States"
"3788","KNU","Kanpur Airport","Kanpur","India","Kanpur, Uttar Pradesh, India"
"3789","KNW","New Stuyahok Airport","New Stuyahok","United States","New Stuyahok, Alaska, United States"
"3790","KNX","Kununurra Airport","Kununurra","Australia","Kununurra, Western Australia, Australia"
"3791","KNZ","Kéniéba Airport","Kéniéba","Mali","Kéniéba, Mali"
"3792","KOA","Kona International Airport","Kailua / Kona","United States","Kailua / Kona, Hawaii, United States"
"3793","KOB","Foumban Airport (Koutaba Airport)","Koutaba","Cameroon","Koutaba, Cameroon"
"3794","KOC","Koumac Airport","Koumac","New Caledonia","Koumac, New Caledonia"
"3795","KOD","Kotabangun Airport","Kotabangun","Indonesia","Kotabangun, Indonesia"
"3796","KOE","Eltari Airport","Kupang","Indonesia","Kupang, East Nusa Tenggara, Indonesia"
"3797","KOF","Komatipoort Airport","Komatipoort","South Africa","Komatipoort, South Africa"
"3798","KOG","Khong Airport","Khong","Laos","Khong, Laos"
"3799","KOH","Koolatah Airport","Koolatah","Australia","Koolatah, Queensland, Australia"
"3800","KOI","Kirkwall Airport","Kirkwall","United Kingdom","Kirkwall, Orkney Islands, United Kingdom"
"3801","KOJ","Kagoshima Airport","Kagoshima","Japan","Kagoshima, Japan"
"3802","KOK","Kokkola-Pietarsaari Airport","Kokkola / Jakobstad","Finland","Kokkola / Jakobstad, Finland"
"3803","KOL","Koumala Airport","Koumala","Central African Republic","Koumala, Central African Republic"
"3804","KOM","Komo-Manda Airport","Komo-Manda","Papua New Guinea","Komo-Manda, Papua New Guinea"
"3805","KON","Kontum Airport","Kontum","Vietnam","Kontum, Vietnam"
"3806","KOO","Kongolo Airport","Kongolo","Democratic Republic of the Congo","Kongolo, Democratic Republic of the Congo"
"3807","KOP","Nakhon Phanom Airport","Nakhon Phanom","Thailand","Nakhon Phanom, Thailand"
"3808","KOQ","Koethen Airport","Koethen","Germany","Koethen, Germany"
"3809","KOR","Kokoro Airport","Kokoro","Papua New Guinea","Kokoro, Papua New Guinea"
"3810","KOS","Sihanoukville Airport ((Kompong Som)","Sihanoukville","Cambodia","Sihanoukville, Cambodia"
"3811","KOT","Kotlik Airport (FAA: 2A9)","Kotlik","United States","Kotlik, Alaska, United States"
"3812","KOU","Koulamoutou Airport","Koulamoutou","Gabon","Koulamoutou, Gabon"
"3813","KOV","Kokshetau Airport","Kokshetau","Kazakhstan","Kokshetau, Kazakhstan"
"3814","KOW","Ganzhou Huangjin Airport","Ganzhou","China","Ganzhou, Jiangxi, China"
