"1139","CBE","Greater Cumberland Regional Airport","Cumberland","United States","Cumberland, Maryland, United States"
"1140","CBF","Council Bluffs Municipal Airport","Council Bluffs","United States","Council Bluffs, Iowa, United States"
"1141","CBG","Cambridge Airport","Cambridge","United Kingdom","Cambridge, England, United Kingdom"
"1142","CBH","Boudghene Ben Ali Lotfi Airport","Béchar","Algeria","Béchar, Algeria"
"1143","CBI","Cape Barren Island Airport","Cape Barren Island","Australia","Cape Barren Island, Tasmania, Australia"
"1144","CBJ","Cabo Rojo Airport","Pedernales","Dominican Republic","Pedernales, Dominican Republic"
"1145","CBK","Colby Municipal Airport (Shalz Field)","Colby","United States","Colby, Kansas, United States"
"1146","CBL","Tomás de Heres Airport","Ciudad Bolívar","Venezuela","Ciudad Bolívar, Venezuela"
"1147","CBM","Columbus Air Force Base","Columbus","United States","Columbus, Mississippi, United States"
"1148","CBN","Penggung Airport","Cirebon","Indonesia","Cirebon, Java, Indonesia"
"1149","CBO","Awang Airport","Cotabato City","Philippines","Cotabato City, Philippines"
"1150","CBP","Coimbra Airport","Coimbra","Portugal","Coimbra, Portugal"
"1151","CBQ","Calabar Airport","Calabar","Nigeria","Calabar, Nigeria"
"1152","CBR","Canberra International Airport","Canberra","Australia","Canberra, Australia"
"1153","CBS","Oro Negro Airport","Cabimas","Venezuela","Cabimas, Venezuela"
"1154","CBT","Catumbela Airport","Catumbela","Angola","Catumbela, Angola"
"1155","CBU","Cottbus-Drewitz Airport","Cottbus","Germany","Cottbus, Brandenburg, Germany"
"1156","CBV","Cobán Airport","Cobán","Guatemala","Cobán, Alta Verapaz, Guatemala"
"1157","CBW","Campo Mourão Airport","Campo Mourão","Brazil","Campo Mourão, Paraná, Brazil"
"1158","CBX","Condobolin Airport","Condobolin","Australia","Condobolin, New South Wales, Australia"
"1159","CBY","Canobie Airport","Canobie","Australia","Canobie, Queensland, Australia"
"1160","CCB","Cable Airport","Upland","United States","Upland, California, United States"
"1161","CCC","Jardines del Rey Airport","Cayo Coco","Cuba","Cayo Coco, Cuba"
"1162","CCD","Century City Heliport (FAA: 84CL)","Los Angeles","United States","Los Angeles, California, United States"
"1163","CCE","L'Espérance Airport (Grand Case Airport)","Saint Martin","Guadeloupe","Saint Martin, Guadeloupe"
"1164","CCF","Carcassonne Salvaza Airport","Carcassonne","France","Carcassonne, France"
"1165","CCG","Crane County Airport (FAA: E13)","Crane","United States","Crane, Texas, United States"
"1166","CCH","Chile Chico Airport","Chile Chico","Chile","Chile Chico, Aisén Region, Chile"
"1167","CCI","Concordia Airport","Concordia","Brazil","Concordia, Amazonas, Brazil"
"1168","CCJ","Calicut Airport","Kozhikode (Calicut)","India","Kozhikode (Calicut), India"
"1169","CCK","Cocos Islands Airport","Cocos Islands","Australia","Cocos Islands, Australia"
"1170","CCL","Chinchilla Airport","Chinchilla","Australia","Chinchilla, Queensland, Australia"
"1171","CCM","Forquilhinha Airport","Criciúma","Brasil","Criciúma, Santa Catarina, Brasil"
"1172","CCN","Chaghcharan Airport","Chaghcharan","Afghanistan","Chaghcharan, Afghanistan"
"1173","CCO","Carimagua Airport","Puerto López","Colombia","Puerto López, Meta, Colombia"
"1174","CCP","Carriel Sur International Airport","Concepción","Chile","Concepción, Biobío Region, Chile"
"1175","CCQ","Cachoeira Airport","Cachoeira","Brazil","Cachoeira, Bahia, Brazil"
"1176","CCR","Buchanan Field","Concord","United States","Concord, California, United States"
"1177","CCS","Simón Bolívar International Airport","Maiquetia (near Caracas)","Venezuela","Maiquetia (near Caracas), Venezuela"
"1178","CCT","Colonia Catriel Airport","Colonia Catriel","Argentina","Colonia Catriel, Río Negro, Argentina"
"1179","CCU","Netaji Subhash Chandra Bose International Airport","Dum Dum (near Kolkata)","India","Dum Dum (near Kolkata), India"
"1180","CCV","Craig Cove Airport","Craig Cove","Vanuatu","Craig Cove, Ambrym Island, Malampa, Vanuatu"
"1181","CCW","Cowell Airport","Cowell","Australia","Cowell, South Australia, Australia"
"1182","CCX","Cáceres Airport","Cáceres","Brazil","Cáceres, Minas Gerais, Brazil"
"1183","CCY","Northeast Iowa Regional Airport","Charles City","United States","Charles City, Iowa, United States"
"1184","CCZ","Chub Cay International Airport","Chub Cay","Bahamas","Chub Cay, Berry Islands, Bahamas"
"1185","CDA","Cooinda Airport","Cooinda","Australia","Cooinda, Northern Territory, Australia"
"1186","CDB","Cold Bay Airport","Cold Bay","United States","Cold Bay, Alaska, United States"
"1187","CDC","Cedar City Regional Airport","Cedar City","United States","Cedar City, Utah, United States"
"1188","CDD","Cauquira Airport","Cauquira","Honduras","Cauquira, Honduras"
"1189","CDE","Cape Decision Coast Guard Heliport","Cape Decision","United States","Cape Decision, Alaska, United States"
"1190","CDF","Fiames Airport","Cortina d'Ampezzo","Italy","Cortina d'Ampezzo, Italy"
"1191","CDG","Charles de Gaulle International Airport (Roissy Airport)","Paris","France","Paris, France"
"1192","CDH","Harrell Field","Camden","United States","Camden, Arkansas, United States"
"1193","CDI","Cachoeiro de Itapemirim Airport","Cachoeiro de Itapemirim","Brazil","Cachoeiro de Itapemirim, Brazil"
"1194","CDJ","Conceição do Araguaia Airport","Conceição do Araguaia","Brazil","Conceição do Araguaia, Pará, Brazil"
"1195","CDK","George T. Lewis Airport","Cedar Key","United States","Cedar Key, Florida, United States"
"1196","CDL","Candle 2 Airport (FAA: AK75)","Candle","United States","Candle, Alaska, United States"
"1197","CDN","Woodward Field","Camden","United States","Camden, South Carolina, United States"
"1198","CDO","Cradock Airport","Cradock","South Africa","Cradock, Eastern Cape, South Africa"
"1199","CDP","Cuddapah Airport","Cuddapah","India","Cuddapah, India"
"1200","CDQ","Croydon Airport","Croydon","Australia","Croydon, Queensland, Australia"
"1201","CDR","Chadron Municipal Airport","Chadron","United States","Chadron, Nebraska, United States"
"1202","CDS","Childress Municipal Airport","Childress","United States","Childress, Texas, United States"
"1203","CDU","Camden Airport","Camden","Australia","Camden, New South Wales, Australia"
"1204","CDV","Merle K. (Mudhole) Smith Airport","Cordova","United States","Cordova, Alaska, United States"
"1205","CDW","Essex County Airport","Caldwell","United States","Caldwell, New Jersey, United States"
"1206","CDY","Cagayan de Tawi-Tawi Airport","Mapun","Philippines","Mapun, Tawi-Tawi, Philippines"
"1207","CEA","Cessna Aircraft Field","Wichita","United States","Wichita, Kansas, United States"
"1208","CEB","Mactan-Cebu International Airport","Lapu-Lapu City","Philippines","Lapu-Lapu City, Philippines"
"1209","CEC","Jack McNamara Field","Crescent City","United States","Crescent City, California, United States"
"1210","CED","Ceduna Airport","Ceduna","Australia","Ceduna, South Australia, Australia"
"1211","CEE","Cherepovets Airport","Cherepovets","Russia","Cherepovets, Vologda Oblast, Russia"
"1212","CEF","Westover ARB/Westover Metropolitan Airport","Springfield/Chicopee","United States","Springfield/Chicopee, Massachusetts, United States"
"1213","CEG","Hawarden Airport (Chester Airport)","Chester","United Kingdom","Chester, England, United Kingdom"
"1214","CEH","Chelinda Airport","Chelinda","Malawi","Chelinda, Malawi"
"1215","CEI","Chiang Rai International Airport","Chiang Rai","Thailand","Chiang Rai, Thailand"
"1216","CEJ","Chernihiv Shestovitsa Airport","Chernihiv","Ukraine","Chernihiv, Ukraine"
"1217","CEK","Chelyabinsk Balandino Airport","Chelyabinsk","Russia","Chelyabinsk, Russia"
"1218","CEL","Cape Eleuthera Airport","Cape Eleuthera","Bahamas","Cape Eleuthera, Eleuthera, Bahamas"
"1219","CEM","Central Airport","Central","United States","Central, Alaska, United States"
"1220","CEN","Ciudad Obregón International Airport","Ciudad Obregón","Mexico","Ciudad Obregón, Sonora, Mexico"
"1221","CEO","Waco Kungo Airport","Waco Kungo","Angola","Waco Kungo, Angola"
"1222","CEP","Concepción Airport","Concepción","Bolivia","Concepción, Bolivia"
"1223","CEQ","Cannes - Mandelieu Airport","Cannes","France","Cannes, France"
"1224","CER","Cherbourg - Maupertus Airport","Cherbourg","France","Cherbourg, France"
"1225","CES","Cessnock Airport","Cessnock","Australia","Cessnock, New South Wales, Australia"
"1226","CET","Cholet Le Pontreau Airport","Cholet","France","Cholet, France"
"1227","CEU","Oconee County Regional Airport","Clemson","United States","Clemson, South Carolina, United States"
"1228","CEV","Mettel Field","Connersville","United States","Connersville, Indiana, United States"
"1229","CEW","Bob Sikes Airport","Crestview","United States","Crestview, Florida, United States"
"1230","CEX","Chena Hot Springs Airport (FAA: AK13)","Chena Hot Springs","United States","Chena Hot Springs, Alaska, United States"
"1231","CEY","Murray-Calloway County Airport","Murray","United States","Murray, Kentucky, United States"
"1232","CEZ","Cortez Municipal Airport","Cortez","United States","Cortez, Colorado, United States"
"1233","CFB","Cabo Frio International Airport","Cabo Frio","Brazil","Cabo Frio, Rio de Janeiro, Brazil"
"1234","CFD","Coulter Field","Bryan","United States","Bryan, Texas, United States"
"1235","CFE","Clermont-Ferrand Auvergne Airport","Clermont-Ferrand","France","Clermont-Ferrand, France"
"1236","CFF","Cafunfo Airport","Cafunfo","Angola","Cafunfo, Angola"
"1237","CFG","Jaime González Airport","Cienfuegos","Cuba","Cienfuegos, Cuba"
"1238","CFH","Clifton Hills Airport","Clifton Hills","Australia","Clifton Hills, South Australia, Australia"
"1239","CFI","Camfield Airport","Camfield","Australia","Camfield, Northern Territory, Australia"
"1240","CFN","Donegal Airport","Carrickfinn","Ireland","Carrickfinn, Ireland"
"1241","CFO","Confreza Airport","Confreza","Brazil","Confreza, Mato Grosso, Brazil"
"1242","CFP","Carpentaria Downs Airport","Carpentaria Downs","Australia","Carpentaria Downs, Queensland, Australia"
"1243","CFR","Caen - Carpiquet Airport","Caen","France","Caen, France"
"1244","CFS","Coffs Harbour Airport","Coffs Harbour","Australia","Coffs Harbour, New South Wales, Australia"
"1245","CFT","Greenlee County Airport","Clifton/Morenci","United States","Clifton/Morenci, Arizona, United States"
"1246","CFU","Ioannis Kapodistrias International Airport (Corfu International Airport)","Corfu","Greece","Corfu, Greece"
"1247","CFV","Coffeyville Municipal Airport","Coffeyville","United States","Coffeyville, Kansas, United States"
"1248","CGA","Craig Seaplane Base","Craig","United States","Craig, Alaska, United States"
"1249","CGB","Marechal Rondon Airport","Cuiabá","Brazil","Cuiabá, Mato Grosso, Brazil"
"1250","CGC","Cape Gloucester Airport","Cape Gloucester","Papua New Guinea","Cape Gloucester, Papua New Guinea"
"1251","CGD","Changde Airport","Changde","China","Changde, Hunan, China"
"1252","CGE","Cambridge-Dorchester Airport","Cambridge","United States","Cambridge, Maryland, United States"
"1253","CGF","Cuyahoga County Airport","Cleveland","United States","Cleveland, Ohio, United States"
"1254","CGG","Casiguran Airport","Casiguran","Philippines","Casiguran, Aurora, Philippines"
"1255","CGH","Congonhas/São Paulo International Airport","São Paulo","Brazil","São Paulo, Brazil"
"1256","CGI","Cape Girardeau Regional Airport","Cape Girardeau","United States","Cape Girardeau, Missouri, United States"
"1257","CGJ","Chingola Airport","Chingola","Zambia","Chingola, Zambia"
"1258","CGK","Soekarno-Hatta International Airport","Jakarta","Indonesia","Jakarta, Indonesia"
"1259","CGM","Camiguin Airport","Mambajao","Philippines","Mambajao, Camiguin, Philippines"
"1260","CGN","Cologne Bonn Airport (Köln/Bonn - Konrad Adenauer)","Cologne","Germany","Cologne, North Rhine-Westphalia, Germany"
"1261","CGO","Zhengzhou Xinzheng International Airport","Zhengzhou","China","Zhengzhou, Henan, China"
"1262","CGP","Shah Amanat International Airport","Chittagong","Bangladesh","Chittagong, Bangladesh"
"1263","CGQ","Changchun Longjia International Airport","Changchun","China","Changchun, Jilin, China"
"1264","CGR","Campo Grande International Airport","Campo Grande","Brazil","Campo Grande, Mato Grosso do Sul, Brazil"
"1265","CGS","College Park Airport","College Park","United States","College Park, Maryland, United States"
"1266","CGT","Chinguitti Airport","Chinguitti","Mauritania","Chinguitti, Mauritania"
"1267","CGU","General Manuel Carlos Piar Airport","Ciudad Guayana","Venezuela","Ciudad Guayana, Venezuela"
"1268","CGV","Caiguna Airport","Caiguna","Australia","Caiguna, Western Australia, Australia"
"1269","CGY","Lumbia Airport","Cagayan de Oro City","Philippines","Cagayan de Oro City, Philippines"
"1270","CGZ","Casa Grande Municipal Airport","Casa Grande","United States","Casa Grande, Arizona, United States"
"1271","CHA","Chattanooga Metropolitan Airport (Lovell Field)","Chattanooga","United States","Chattanooga, Tennessee, United States"
"1272","CHB","Chilas Airport","Chilas","Pakistan","Chilas, Pakistan"
"1273","CHC","Christchurch International Airport","Christchurch","New Zealand","Christchurch, New Zealand"
"1274","CHE","Reenroe Airport","Caherciveen","Republic of Ireland","Caherciveen, County Kerry, Republic of Ireland"
"1275","CHF","Chinhae Airport","Chinhae","South Korea","Chinhae, South Korea"
"1276","CHG","Chaoyang Airport","Chaoyang","China","Chaoyang, China"
"1277","CHH","Chachapoyas Airport","Chachapoyas","Peru","Chachapoyas, Peru"
"1278","CHI","All Airports","Chicago","United States","Chicago, Illinois, United States"
"1279","CHJ","Chipinge Airport","Chipinge","Zimbabwe","Chipinge, Zimbabwe"
"1280","CHK","Chickasha Municipal Airport","Chickasha","United States","Chickasha, Oklahoma, United States"
"1281","CHL","Challis Airport (FAA: LLJ)","Challis","United States","Challis, Idaho, United States"
"1282","CHM","Tnte. FAP Jaime Montreuil Morales Airport","Chimbote","Peru","Chimbote, Ancash Region, Peru"
"1283","CHN","Chonju Airport","Chonju","South Korea","Chonju, South Korea"
"1284","CHO","Charlottesville-Albemarle Airport","Charlottesville","United States","Charlottesville, Virginia, United States"
"1285","CHP","Circle Hot Springs Airport","Circle Hot Springs","United States","Circle Hot Springs, Alaska, United States"
"1286","CHQ","Chania International Airport (""Ioannis Daskalogiannis"")","Chania","Greece","Chania, Greece"
"1287","CHR","Châteauroux-Déols ""Marcel Dassault"" Airport","Châteauroux / Déols","France","Châteauroux / Déols, France"
"1288","CHS","Charleston International Airport / Charleston AFB","Charleston","United States","Charleston, South Carolina, United States"
"1289","CHT","Chatham Islands / Tuuta Airport","Waitangi","New Zealand","Waitangi, Chatham Islands, New Zealand"
"1290","CHU","Chuathbaluk Airport (FAA: 9A3)","Chuathbaluk","United States","Chuathbaluk, Alaska, United States"
"1291","CHV","Chaves Airport","Chaves","Portugal","Chaves, Portugal"
"1292","CHW","Jiuquan Airport","Jiuquan","China","Jiuquan, Gansu, China"
"1293","CHX","Captain Manuel Niño International Airport","Changuinola","Panama","Changuinola, Bocas del Toro, Panama"
"1294","CHY","Choiseul Bay Airport","Choiseul Bay","Solomon Islands","Choiseul Bay, Taro Island, Solomon Islands"
"1295","CHZ","Chiloquin State Airport (FAA: 2S7)","Chiloquin","United States","Chiloquin, Oregon, United States"
"1296","CIA","Rome Ciampino Airport (Giovan Battista Pastine Airport)","Rome","Italy","Rome, Italy"
"1297","CIB","Catalina Airport (FAA: AVX)","Avalon","United States","Avalon, California, United States"
"1298","CIC","Chico Municipal Airport","Chico","United States","Chico, California, United States"
"1299","CID","The Eastern Iowa Airport","Cedar Rapids","United States","Cedar Rapids, Iowa, United States"
"1300","CIE","Collie Airport","Collie","Australia","Collie, Western Australia, Australia"
"1301","CIF","Chifeng Airport","Chifeng","China","Chifeng, Inner Mongolia, China"
"1302","CIG","Craig-Moffat Airport (FAA: CAG)","Craig","United States","Craig, Colorado, United States"
"1303","CIH","Changzhi Airport","Changzhi","China","Changzhi, Shanxi, China"
"1304","CIJ","Capitan Anibal Arab Airport","Cobija","Bolivia","Cobija, Bolivia"
"1305","CIK","Chalkyitsik Airport","Chalkyitsik","United States","Chalkyitsik, Alaska, United States"
"1306","CIL","Council Airport (FAA: K29)","Council","United States","Council, Alaska, United States"
"1307","CIM","Cimitarra Airport","Cimitarra","Colombia","Cimitarra, Colombia"
"1308","CIN","Arthur N. Neu Airport","Carroll","United States","Carroll, Iowa, United States"
"1309","CIO","Teniente Coronel Carmelo Peralta Airport","Concepcion","Paraguay","Concepcion, Paraguay"
"1310","CIP","Chipata Airport","Chipata","Zambia","Chipata, Zambia"
"1311","CIQ","Chiquimula Airport","Chiquimula","Guatemala","Chiquimula, Chiquimula, Guatemala"
"1312","CIR","Cairo Regional Airport","Cairo","United States","Cairo, Illinois, United States"
"1313","CIS","Canton Island Airport","Canton Island","Kiribati","Canton Island, Kiribati"
"1314","CIT","Shymkent Airport","Shymkent","Kazakhstan","Shymkent, Kazakhstan"
"1315","CIU","Chippewa County International Airport","Sault Ste Marie","United States","Sault Ste Marie, Michigan, United States"
"1316","CIW","Canouan Island Airport","Canouan Island","Saint Vincent and the Grenadines","Canouan Island, Saint Vincent and the Grenadines"
"1317","CIX","Capitán FAP José A. Quiñones Gonzales International Airport","Chiclayo","Peru","Chiclayo, Peru"
"1318","CIY","Comiso Airport","Comiso","Italy","Comiso, Italy"
"1319","CIZ","Coari Airport","Coari","Brazil","Coari, Amazonas, Brazil"
"1320","CJA","Major General FAP Armando Revoredo Iglesias Airport","Cajamarca","Perú","Cajamarca, Perú"
"1321","CJB","Coimbatore Airport (Peelamedu Airport)","Coimbatore","India","Coimbatore, India"
"1322","CJC","El Loa Airport","Calama","Chile","Calama, Antofagasta Region, Chile"
"1323","CJD","Candilejas Airport","Candilejas","Colombia","Candilejas, Colombia"
"1324","CJH","Chilko Lake (Tsylos Park Lodge) Airport (TC: CAG3)","Chilko Lake","Canada","Chilko Lake, British Columbia, Canada"
"1325","CJJ","Cheong Ju International Airport","Cheong ju","South Korea","Cheong ju, South Korea"
"1326","CJL","Chitral Airport","Chitral","Pakistan","Chitral, Pakistan"
"1327","CJM","Chumphon Airport","Chumphon","Thailand","Chumphon, Thailand"
"1328","CJS","Abraham González International Airport","Ciudad Juárez","Mexico","Ciudad Juárez, Chihuahua, Mexico"
"1329","CJT","Copalar Airport","Comitán","Mexico","Comitán, Chiapas, Mexico"
"1330","CJU","Jeju International Airport","Jeju","South Korea","Jeju, South Korea"
"1331","CKA","Kegelman Air Force Auxiliary Field","Cherokee","United States","Cherokee, Oklahoma, United States"
"1332","CKB","North Central West Virginia Airport","Clarksburg","United States","Clarksburg, West Virginia, United States"
"1333","CKC","Cherkassy Airport","Cherkassy","Ukraine","Cherkassy, Ukraine"
"1334","CKD","Crooked Creek Airport (FAA: CJX)","Crooked Creek","United States","Crooked Creek, Alaska, United States"
"1335","CKE","Ferndale Resort Seaplane Base (FAA: CN20)","Kelseyville","United States","Kelseyville, California, United States"
"1336","CKF","Crisp County-Cordele Airport","Cordele","United States","Cordele, Georgia, United States"
"1337","CKG","Chongqing Jiangbei International Airport","Chongqing","China","Chongqing, China"
"1338","CKH","Chokurdah Airport","Chokurdah","Russia","Chokurdah, Russia"
"1339","CKI","Croker Island Airport","Croker Island","Australia","Croker Island, Northern Territory, Australia"
"1340","CKL","Chkalovsky Airport","Shchyolkovo (Moscow Oblast)","Russia","Shchyolkovo (Moscow Oblast), Russia"
"1341","CKM","Fletcher Field","Clarksdale","United States","Clarksdale, Mississippi, United States"
"1342","CKN","Crookston Municipal Airport (Kirkwood Field)","Crookston","United States","Crookston, Minnesota, United States"
"1343","CKO","Cornelio Procopio Airport","Cornelio Procopio","Brazil","Cornelio Procopio, Paraná, Brazil"
"1344","CKS","Carajas Airport","Carajás","Brazil","Carajás, Pará, Brazil"
"1345","CKT","Sarakhs Airport","Sarakhs","Iran","Sarakhs, Iran"
"1346","CKU","Cordova Municipal Airport","Cordova","United States","Cordova, Alaska, United States"
"1347","CKV","Outlaw Field","Clarksville","United States","Clarksville, Tennessee, United States"
"1348","CKX","Chicken Airport","Chicken","United States","Chicken, Alaska, United States"
"1349","CKY","Gbessia Airport","Conakry","Guinea","Conakry, Guinea"
"1350","CKZ","Çanakkale Airport","Çanakkale","Turkey","Çanakkale, Turkey"
"1351","CLA","Comilla Airport","Comilla","Bangladesh","Comilla, Bangladesh"
"1352","CLB","Castlebar Airport","Castlebar","Ireland","Castlebar, County Mayo, Ireland"
"1353","CLD","McClellan-Palomar Airport (FAA: CRQ)","Carlsbad","United States","Carlsbad, California, United States"
"1354","CLE","Cleveland Hopkins International Airport","Cleveland","United States","Cleveland, Ohio, United States"
"1355","CLF","Clear Sky Lodge Airport","Clear","United States","Clear, Alaska, United States"
"1356","CLG","New Coalinga Municipal Airport (FAA: C80)","Coalinga","United States","Coalinga, California, United States"
"1357","CLH","Coolah Airport","Coolah","Australia","Coolah, New South Wales, Australia"
"1358","CLI","Clintonville Municipal Airport","Clintonville","United States","Clintonville, Wisconsin, United States"
"1359","CLJ","Cluj-Napoca International Airport","Cluj-Napoca","Romania","Cluj-Napoca, Romania"
"1360","CLK","Clinton Regional Airport","Clinton","United States","Clinton, Oklahoma, United States"
"1361","CLL","Easterwood Airport (Easterwood Field)","College Station","United States","College Station, Texas, United States"
"1362","CLM","William R. Fairchild International Airport","Port Angeles","United States","Port Angeles, Washington, United States"
"1363","CLN","Carolina Airport","Carolina","Brazil","Carolina, Maranhão, Brazil"
"1364","CLO","Alfonso Bonilla Aragón International Airport","Cali","Colombia","Cali, Colombia"
"1365","CLP","Clarks Point Airport","Clarks Point","United States","Clarks Point, Alaska, United States"
"1366","CLQ","Licenciado Miguel de la Madrid Airport","Colima","Mexico","Colima, Colima, Mexico"
"1367","CLR","Cliff Hatfield Memorial Airport","Calipatria","United States","Calipatria, California, United States"
"1368","CLS","Chehalis-Centralia Airport","Chehalis","United States","Chehalis, Washington, United States"
"1369","CLT","Charlotte/Douglas International Airport","Charlotte","United States","Charlotte, North Carolina, United States"
"1370","CLU","Columbus Municipal Airport (FAA: BAK)","Columbus","United States","Columbus, Indiana, United States"
"1371","CLV","Caldas Novas Airport","Caldas Novas","Brazil","Caldas Novas, Goiás, Brazil"
"1372","CLW","Clearwater Air Park","Clearwater","United States","Clearwater, Florida, United States"
"1373","CLX","Clorinda Airport","Clorinda","Argentina","Clorinda, Formosa, Argentina"
"1374","CLY","Calvi - Sainte-Catherine Airport","Calvi","France","Calvi, Corsica, France"
"1375","CLZ","Calabozo Airport","Calabozo","Venezuela","Calabozo, Venezuela"
"1376","CMA","Cunnamulla Airport","Cunnamulla","Australia","Cunnamulla, Queensland, Australia"
"1377","CMB","Bandaranaike International Airport","Colombo","Sri Lanka","Colombo, Sri Lanka"
"1378","CMC","Camocim Airport","Camocim","Brazil","Camocim, Ceará, Brazil"
"1379","CMD","Cootamundra Airport","Cootamundra","Australia","Cootamundra, New South Wales, Australia"
"1380","CME","Ciudad del Carmen International Airport","Ciudad del Carmen","Mexico","Ciudad del Carmen, Campeche, Mexico"
"1381","CMF","Chambéry-Savoie Airport","Chambéry","France","Chambéry, France"
"1382","CMG","Corumbá International Airport","Corumbá","Brazil","Corumbá, Mato Grosso do Sul, Brazil"
"1383","CMH","Port Columbus International Airport","Columbus","United States","Columbus, Ohio, United States"
"1384","CMI","University of Illinois Willard Airport","Champaign-Urbana","United States","Champaign-Urbana, Illinois, United States"
"1385","CMJ","Cimei Airport","Cimei","Taiwan","Cimei, Taiwan"
"1386","CMK","Club Makokola Airport","Club Makokola","Malawi","Club Makokola, Malawi"
"1387","CML","Camooweal Airport","Camooweal","Australia","Camooweal, Queensland, Australia"
"1388","CMM","Carmelita Airport","Carmelita","Guatemala","Carmelita, El Petén, Guatemala"
"1389","CMN","Mohammed V International Airport","Casablanca","Morocco","Casablanca, Morocco"
"1390","CMO","Obbia Airport","Obbia","Somalia","Obbia, Somalia"
"1391","CMP","Campo Alegre Airport","Santana do Araguaia","Brazil","Santana do Araguaia, Pará, Brazil"
"1392","CMQ","Clermont Airport","Clermont","Australia","Clermont, Queensland, Australia"
"1393","CMR","Colmar - Houssen Airport","Colmar / Houssen","France","Colmar / Houssen, France"
"1394","CMS","Scusciuban Airport","Scusciuban","Somalia","Scusciuban, Somalia"
"1395","CMT","Cameta Airport","Cameta","Brazil","Cameta, Pará, Brazil"
"1396","CMU","Chimbu Airport","Kundiawa","Papua New Guinea","Kundiawa, Papua New Guinea"
"1397","CMV","Coromandel Airport","Coromandel","New Zealand","Coromandel, New Zealand"
"1398","CMW","Camagüey-Ignacio Agramonte Airport","Camaguey","Cuba","Camaguey, Cuba"
"1399","CMX","Houghton County Memorial Airport","Hancock","United States","Hancock, Michigan, United States"
"1400","CMY","Sparta/Fort McCoy Airport","Sparta","United States","Sparta, Wisconsin, United States"
"1401","CNA","Cananea Airport","Cananea","México","Cananea, Sonora, México"
"1402","CNB","Coonamble Airport","Coonamble","Australia","Coonamble, New South Wales, Australia"
"1403","CNC","Coconut Island Airport","Coconut Island (Poruma Island)","Australia","Coconut Island (Poruma Island), Queensland, Australia"
"1404","CND","Mihail Kogalniceanu International Airport","Constanta","Romania","Constanta, Romania"
"1405","CNE","Fremont County Airport (FAA: 1V6)","Cañon City","United States","Cañon City, Colorado, United States"
"1406","CNF","Tancredo Neves International Airport (Confins Int'l)","Belo Horizonte","Brazil","Belo Horizonte, Minas Gerais, Brazil"
"1407","CNG","Cognac - Châteaubernard Air Base","Cognac / Châteaubernard","France","Cognac / Châteaubernard, France"
"1408","CNH","Claremont Municipal Airport","Claremont","United States","Claremont, New Hampshire, United States"
"1409","CNI","Changhai Airport","Changhai","China","Changhai, China"
"1410","CNJ","Cloncurry Airport","Cloncurry","Australia","Cloncurry, Queensland, Australia"
"1411","CNK","Blosser Municipal Airport","Concordia","United States","Concordia, Kansas, United States"
"1412","CNL","Sindal Airport","Sindal","Denmark","Sindal, Denmark"
"1413","CNM","Cavern City Air Terminal","Carlsbad","United States","Carlsbad, New Mexico, United States"
"1414","CNN","Neryungri Airport","Chulman","Russia","Chulman, Yakutia, Russia"
"1415","CNO","Chino Airport","Chino","United States","Chino, California, United States"
"1416","CNP","Nerlerit Inaat Airport (Constable Pynt Airport)","Nerlerit Inaat (Constable Pynt)","Greenland","Nerlerit Inaat (Constable Pynt), Greenland"
"1417","CNQ","Doctor Fernando Piragine Niveyro International Airport","Corrientes","Argentina","Corrientes, Corrientes, Argentina"
"1418","CNR","Chañaral Airport","Chañaral","Chile","Chañaral, Atacama Region, Chile"
"1419","CNS","Cairns International Airport","Cairns","Australia","Cairns, Queensland, Australia"
"1420","CNT","Charata Airport","Charata","Argentina","Charata, Chubut, Argentina"
"1421","CNU","Chanute Martin Johnson Airport","Chanute","United States","Chanute, Kansas, United States"
"1422","CNV","Canavieiras Airport","Canavieiras","Brazil","Canavieiras, Bahia, Brazil"
"1423","CNW","TSTC Waco Airport","Waco","United States","Waco, Texas, United States"
"1424","CNX","Chiang Mai International Airport","Chiang Mai","Thailand","Chiang Mai, Thailand"
"1425","CNY","Canyonlands Field","Moab","United States","Moab, Utah, United States"
"1426","CNZ","Cangamba Airport","Cangamba","Angola","Cangamba, Angola"
"1427","COA","Columbia Airport (FAA: O22)","Columbia","United States","Columbia, California, United States"
"1428","COB","Coolibah Airport","Coolibah","Australia","Coolibah, Northern Territory, Australia"
"1429","COC","Concordia Airport (Comodoro Pierrestegui Airport)","Concordia","Argentina","Concordia, Entre Ríos, Argentina"
"1430","COD","Yellowstone Regional Airport","Cody","United States","Cody, Wyoming, United States"
"1431","COE","Coeur d'Alene Air Terminal","Coeur d'Alene","United States","Coeur d'Alene, Idaho, United States"
"1432","COF","Patrick Air Force Base","Cocoa Beach","United States","Cocoa Beach, Florida, United States"
"1433","COG","Mandinga Airport","Condoto","Colombia","Condoto, Colombia"
"1434","COH","Cooch Behar Airport","Cooch Behar","India","Cooch Behar, India"
"1435","COI","Merritt Island Airport","Merritt Island","United States","Merritt Island, Florida, United States"
"1436","COJ","Coonabarabran Airport","Coonabarabran","Australia","Coonabarabran, New South Wales, Australia"
"1437","COK","Cochin International Airport (Nedumbassery Airport)","Nedumbassery near Kochi (Cochin)","India","Nedumbassery near Kochi (Cochin), Kerala, India"
"1438","COL","Coll Island Airport","Coll Island","United Kingdom","Coll Island, Scotland, United Kingdom"
